Date,Order_ID,Customer_ID,City,State,Region,Category,Product,Price,Qty,Sales,Delivery_Time
10-08-2024,SO56614,CUST 11820,Rajkot,Gujarat,West,Technology,Computer,10819,2,19474,1
10-08-2024,SO56614,CUST 11820,Rajkot,Gujarat,West,Office Supplies,Paper,808,14,10181,2
10-08-2024,SO56640,CUST 18930,Hyderabad,Telangana,South,Furniture,Chairs,5872,6,31709,3
10-08-2024,SO56640,CUST 18930,Brahmapur,Odisha,East,Technology,Machines,14655,1,13190,2
10-08-2024,SO56623,CUST 20270,Kanpur,Uttar Pradesh,Middle,Office Supplies,Envelopes,382,19,6532,5
10-08-2024,SO56639,CUST 29184,Pune,Maharashtra,West,Office Supplies,Paper,864,15,11664,1
10-08-2024,SO56601,CUST 20251,Bangalore,Karnataka,South,Furniture,Chairs,5786,4,20830,3
10-08-2024,SO56638,CUST 27883,Pune,Maharashtra,West,Furniture,Chairs,7331,4,26392,2
10-08-2024,SO56638,CUST 27883,Pune,Maharashtra,West,Office Supplies,Paper,494,20,8892,2
10-08-2024,SO56600,CUST 15641,Hyderabad,Telangana,South,Office Supplies,Paper,728,15,9828,4
10-08-2024,SO56630,CUST 25629,Kanpur,Uttar Pradesh,Middle,Technology,Machines,10011,2,18020,3
10-08-2024,SO56630,CUST 25629,Jaipur,Rajasthan,West,Furniture,Chairs,7546,5,33957,4
10-08-2024,SO56611,CUST 11276,Thane,Maharashtra,West,Office Supplies,Envelopes,580,20,10440,1
10-08-2024,SO56631,CUST 29435,Nellore,Andhra Pradesh,South,Office Supplies,Envelopes,339,13,3966,4
10-08-2024,SO56631,CUST 29435,Ajmer,Rajasthan,West,Office Supplies,Bag,890,12,9612,5
10-08-2024,SO56624,CUST 15946,Pune,Maharashtra,West,Office Supplies,Paper,537,17,8216,3
10-08-2024,SO56624,CUST 15946,Chennai,Tamil Nadu,South,Furniture,Chairs,6779,4,24404,3
10-08-2024,SO56645,CUST 25818,Nagpur,Maharashtra,West,Office Supplies,Paper,136,13,1591,4
10-08-2024,SO56659,CUST 18354,Vadodara,Gujarat,West,Technology,Computer,11130,1,10017,2
10-08-2024,SO56653,CUST 11530,Jaipur,Rajasthan,West,Office Supplies,Envelopes,662,11,6554,5
10-08-2024,SO56668,CUST 11475,Durgapur,West Bengal,East,Office Supplies,Envelopes,919,18,14888,4
10-08-2024,SO56668,CUST 11475,Mumbai,Maharashtra,West,Office Supplies,Paper,190,20,3420,2
10-08-2024,SO56647,CUST 16032,New Delhi,Delhi,North,Technology,Computer,12158,2,21884,5
10-08-2024,SO56679,CUST 14110,Madurai,Tamil Nadu,South,Office Supplies,Envelopes,114,16,1642,5
10-08-2024,SO56684,CUST 20995,Pune,Maharashtra,West,Office Supplies,Paper,749,19,12808,4
10-08-2024,SO56684,CUST 20995,Hyderabad,Telangana,South,Office Supplies,Envelopes,329,10,2961,1
10-08-2024,SO56650,CUST 17747,Surat,Gujarat,West,Furniture,Chairs,6446,5,29007,5
10-08-2024,SO56689,CUST 24346,Chennai,Tamil Nadu,South,Office Supplies,Bag,778,12,8402,1
10-08-2024,SO56658,CUST 20489,Guntur,Andhra Pradesh,South,Furniture,Chairs,7970,5,35865,3
10-08-2024,SO56654,CUST 11502,Chennai,Tamil Nadu,South,Office Supplies,Paper,819,19,14005,3
10-08-2024,SO56669,CUST 17652,Mangalore,Karnataka,South,Office Supplies,Paper,705,12,7614,2
10-08-2024,SO56669,CUST 17652,Mangalore,Karnataka,South,Office Supplies,Envelopes,186,11,1841,2
10-08-2024,SO56686,CUST 29192,Mumbai,Maharashtra,West,Office Supplies,Bag,242,11,2396,3
10-08-2024,SO56646,CUST 28959,Vadodara,Gujarat,West,Technology,Computer,12324,1,11092,1
10-08-2024,SO56688,CUST 12674,Thane,Maharashtra,West,Technology,Computer,11667,2,21001,4
11-08-2024,SO56691,CUST 19849,Thane,Maharashtra,West,Technology,Computer,14067,2,25321,2
11-08-2024,SO56691,CUST 19849,Thane,Maharashtra,West,Office Supplies,Bag,399,20,7182,3
11-08-2024,SO56671,CUST 23949,Nasik,Maharashtra,West,Office Supplies,Paper,451,18,7306,1
11-08-2024,SO56671,CUST 23949,Nasik,Maharashtra,West,Office Supplies,Bag,987,11,9771,1
11-08-2024,SO56671,CUST 23949,Mumbai,Maharashtra,West,Furniture,Chairs,5165,6,27891,3
11-08-2024,SO56670,CUST 22457,Mumbai,Maharashtra,West,Office Supplies,Paper,505,18,8181,2
11-08-2024,SO56652,CUST 28287,New Delhi,Delhi,North,Office Supplies,Bag,490,16,7056,1
11-08-2024,SO56652,CUST 28287,Bangalore,Karnataka,South,Office Supplies,Bag,811,17,12408,3
11-08-2024,SO56680,CUST 14037,Pune,Maharashtra,West,Technology,Computer,12569,1,11312,1
11-08-2024,SO56680,CUST 14037,Pune,Maharashtra,West,Technology,Computer,13140,2,23652,5
11-08-2024,SO56672,CUST 16454,Pune,Maharashtra,West,Technology,Computer,13448,2,24206,4
11-08-2024,SO56673,CUST 13816,Agra,Uttar Pradesh,Middle,Technology,Machines,13217,1,11895,5
11-08-2024,SO56673,CUST 13816,Gorakhpur,Haryana,North,Technology,Machines,10982,1,9884,4
11-08-2024,SO56682,CUST 13093,Kolkata,West Bengal,East,Furniture,Chairs,7249,3,19572,1
11-08-2024,SO56660,CUST 17335,Faridabad,Haryana,North,Furniture,Chairs,7991,3,21576,4
11-08-2024,SO56662,CUST 20500,Warangal,Telangana,South,Technology,Machines,13735,1,12362,4
11-08-2024,SO56662,CUST 20500,Mumbai,Maharashtra,West,Technology,Computer,11147,2,20065,4
11-08-2024,SO56687,CUST 19089,Gorakhpur,Haryana,North,Office Supplies,Paper,595,15,8033,3
11-08-2024,SO56687,CUST 19089,Kanpur,Uttar Pradesh,Middle,Technology,Computer,14624,1,13162,4
11-08-2024,SO56687,CUST 19089,Kanpur,Uttar Pradesh,Middle,Office Supplies,Paper,370,12,3996,1
11-08-2024,SO56677,CUST 11805,Kanpur,Uttar Pradesh,Middle,Furniture,Chairs,7988,4,28757,2
11-08-2024,SO56677,CUST 11805,Kota,Chhattisgarh,Middle,Office Supplies,Envelopes,955,19,16331,5
11-08-2024,SO56676,CUST 14075,Mumbai,Maharashtra,West,Furniture,Chairs,7420,5,33390,5
11-08-2024,SO56685,CUST 28116,Jaipur,Rajasthan,West,Technology,Machines,10024,2,18043,3
11-08-2024,SO56649,CUST 24723,New Delhi,Delhi,North,Furniture,Chairs,6697,6,36164,5
11-08-2024,SO56663,CUST 14441,Ahmedabad,Gujarat,West,Technology,Computer,10745,2,19341,2
11-08-2024,SO56681,CUST 11625,Ajmer,Rajasthan,West,Furniture,Tables,7424,3,20045,1
11-08-2024,SO56681,CUST 11625,Agra,Uttar Pradesh,Middle,Office Supplies,Paper,318,13,3721,2
11-08-2024,SO56707,CUST 12067,Agra,Uttar Pradesh,Middle,Furniture,Chairs,6768,3,18274,3
11-08-2024,SO56707,CUST 12067,Agra,Uttar Pradesh,Middle,Technology,Computer,11241,2,20234,5
11-08-2024,SO56698,CUST 18319,Gorakhpur,Haryana,North,Office Supplies,Paper,685,13,8015,5
11-08-2024,SO56748,CUST 29113,Chennai,Tamil Nadu,South,Technology,Computer,14906,2,26831,1
11-08-2024,SO56748,CUST 29113,Chennai,Tamil Nadu,South,Furniture,Chairs,5119,4,18428,5
11-08-2024,SO56748,CUST 29113,Srinagar,Jammu and Kashmir,North,Office Supplies,Paper,675,18,10935,5
11-08-2024,SO56748,CUST 29113,Srinagar,Jammu and Kashmir,North,Office Supplies,Bag,422,15,5697,1
11-08-2024,SO56726,CUST 16299,Nagpur,Maharashtra,West,Technology,Computer,12815,2,23067,3
11-08-2024,SO56719,CUST 22990,Nagpur,Maharashtra,West,Technology,Computer,11987,2,21577,3
11-08-2024,SO56729,CUST 23219,Surat,Gujarat,West,Office Supplies,Envelopes,841,14,10597,5
11-08-2024,SO56705,CUST 16415,Surat,Gujarat,West,Furniture,Chairs,7299,4,26276,2
11-08-2024,SO56705,CUST 16415,Surat,Gujarat,West,Office Supplies,Envelopes,513,20,9234,3
11-08-2024,SO56705,CUST 16415,Pune,Maharashtra,West,Furniture,Tables,5963,5,26834,2
11-08-2024,SO56710,CUST 28011,Pune,Maharashtra,West,Office Supplies,Bag,368,17,5630,5
11-08-2024,SO56718,CUST 21325,Coimbatore,Tamil Nadu,South,Office Supplies,Bag,277,15,3740,5
11-08-2024,SO56718,CUST 21325,New Delhi,Delhi,North,Office Supplies,Bag,692,19,11833,2
11-08-2024,SO56712,CUST 29045,New Delhi,Delhi,North,Furniture,Chairs,5578,6,30121,1
11-08-2024,SO56741,CUST 13016,Hyderabad,Telangana,South,Technology,Computer,14680,1,13212,5
11-08-2024,SO56741,CUST 13016,New Delhi,Delhi,North,Technology,Computer,14562,2,26212,4
11-08-2024,SO56756,CUST 23753,Warangal,Telangana,South,Office Supplies,Bag,182,13,2129,5
11-08-2024,SO56756,CUST 23753,Agra,Uttar Pradesh,Middle,Technology,Computer,10946,2,19703,2
11-08-2024,SO56733,CUST 22870,Agra,Uttar Pradesh,Middle,Office Supplies,Envelopes,899,17,13755,3
11-08-2024,SO56733,CUST 22870,Chennai,Tamil Nadu,South,Office Supplies,Envelopes,968,13,11326,2
11-08-2024,SO56713,CUST 12136,Bhopal,Madhya Pradesh,Middle,Furniture,Chairs,5066,4,18238,3
11-08-2024,SO56750,CUST 18928,New Delhi,Delhi,North,Technology,Machines,14377,1,12939,3
11-08-2024,SO56750,CUST 18928,New Delhi,Delhi,North,Technology,Machines,10162,1,9146,1
11-08-2024,SO56750,CUST 18928,New Delhi,Delhi,North,Office Supplies,Paper,913,15,12326,5
11-08-2024,SO56751,CUST 12677,New Delhi,Delhi,North,Technology,Computer,11523,1,10371,3
11-08-2024,SO56697,CUST 15139,New Delhi,Delhi,North,Furniture,Tables,6547,3,17677,4
11-08-2024,SO56703,CUST 19591,New Delhi,Delhi,North,Office Supplies,Envelopes,707,10,6363,2
11-08-2024,SO56722,CUST 18888,Bangalore,Karnataka,South,Technology,Computer,12324,1,11092,4
11-08-2024,SO56700,CUST 20218,Agra,Uttar Pradesh,Middle,Furniture,Chairs,6973,6,37654,4
11-08-2024,SO56700,CUST 20218,Nellore,Andhra Pradesh,South,Technology,Machines,11414,2,20545,1
11-08-2024,SO56746,CUST 20998,Pune,Maharashtra,West,Technology,Machines,12827,1,11544,4
11-08-2024,SO56746,CUST 20998,Pune,Maharashtra,West,Office Supplies,Envelopes,577,12,6232,1
11-08-2024,SO56694,CUST 12297,Indore,Madhya Pradesh,Middle,Furniture,Chairs,5373,4,19343,4
11-08-2024,SO56694,CUST 12297,Srinagar,Jammu and Kashmir,North,Office Supplies,Bag,497,20,8946,3
11-08-2024,SO56720,CUST 21250,Varanasi,Uttar Pradesh,Middle,Office Supplies,Envelopes,221,19,3779,4
11-08-2024,SO56709,CUST 28043,Agra,Uttar Pradesh,Middle,Office Supplies,Envelopes,286,11,2831,1
11-08-2024,SO56709,CUST 28043,Patna,Bihar,East,Office Supplies,Bag,338,17,5171,3
11-08-2024,SO56714,CUST 16876,Bangalore,Karnataka,South,Furniture,Chairs,7547,5,33962,3
11-08-2024,SO56725,CUST 20741,Raipur,Chhattisgarh,Middle,Office Supplies,Paper,720,20,12960,4
11-08-2024,SO56725,CUST 20741,Kanpur,Uttar Pradesh,Middle,Office Supplies,Bag,518,12,5594,1
11-08-2024,SO56730,CUST 20041,Faridabad,Haryana,North,Office Supplies,Paper,538,17,8231,5
11-08-2024,SO56699,CUST 21409,Hyderabad,Telangana,South,Furniture,Chairs,6948,3,18760,1
11-08-2024,SO56715,CUST 24440,Nasik,Maharashtra,West,Office Supplies,Bag,339,19,5797,3
11-08-2024,SO56715,CUST 24440,Patna,Bihar,East,Office Supplies,Bag,320,16,4608,4
11-08-2024,SO56742,CUST 13083,Kanpur,Uttar Pradesh,Middle,Office Supplies,Bag,178,12,1922,3
11-08-2024,SO56728,CUST 16200,Kanpur,Uttar Pradesh,Middle,Office Supplies,Bag,439,10,3951,4
11-08-2024,SO56752,CUST 11994,Guwahati,Assam,East,Office Supplies,Envelopes,474,16,6826,3
11-08-2024,SO56695,CUST 13522,Mumbai,Maharashtra,West,Office Supplies,Envelopes,288,16,4147,4
11-08-2024,SO56704,CUST 15641,Madurai,Tamil Nadu,South,Technology,Computer,13307,1,11976,2
11-08-2024,SO56693,CUST 11613,Kota,Chhattisgarh,Middle,Technology,Machines,14722,2,26500,5
11-08-2024,SO56747,CUST 20993,Jaipur,Rajasthan,West,Office Supplies,Bag,190,11,1881,5
11-08-2024,SO56747,CUST 20993,Jaipur,Rajasthan,West,Office Supplies,Envelopes,828,17,12668,3
11-08-2024,SO56747,CUST 20993,Kanpur,Uttar Pradesh,Middle,Office Supplies,Paper,753,12,8132,1
11-08-2024,SO56753,CUST 22778,Surat,Gujarat,West,Furniture,Chairs,5804,6,31342,1
11-08-2024,SO56753,CUST 22778,Kolkata,West Bengal,East,Office Supplies,Envelopes,926,13,10834,1
11-08-2024,SO56735,CUST 14085,Chennai,Tamil Nadu,South,Office Supplies,Paper,108,20,1944,1
11-08-2024,SO56702,CUST 24379,Srinagar,Jammu and Kashmir,North,Furniture,Chairs,6518,3,17599,5
11-08-2024,SO56754,CUST 19875,New Delhi,Delhi,North,Furniture,Tables,7674,6,41440,1
11-08-2024,SO56754,CUST 19875,New Delhi,Delhi,North,Office Supplies,Paper,995,16,14328,4
11-08-2024,SO56754,CUST 19875,Gorakhpur,Haryana,North,Office Supplies,Paper,449,13,5253,3
12-08-2024,SO56745,CUST 14778,Agra,Uttar Pradesh,Middle,Furniture,Chairs,7000,6,37800,1
12-08-2024,SO56708,CUST 11500,Kota,Chhattisgarh,Middle,Technology,Computer,10486,2,18875,3
12-08-2024,SO56736,CUST 13170,Thane,Maharashtra,West,Office Supplies,Envelopes,202,20,3636,1
12-08-2024,SO56723,CUST 20286,Thane,Maharashtra,West,Technology,Machines,10569,2,19024,5
12-08-2024,SO56717,CUST 23451,Thane,Maharashtra,West,Furniture,Chairs,6639,6,35851,3
12-08-2024,SO56717,CUST 23451,Pune,Maharashtra,West,Technology,Computer,10969,2,19744,4
12-08-2024,SO56711,CUST 27399,Indore,Madhya Pradesh,Middle,Office Supplies,Envelopes,843,13,9863,3
12-08-2024,SO56721,CUST 28964,Indore,Madhya Pradesh,Middle,Office Supplies,Paper,240,16,3456,2
12-08-2024,SO56762,CUST 29301,Bhopal,Madhya Pradesh,Middle,Office Supplies,Envelopes,831,11,8227,1
12-08-2024,SO56762,CUST 29301,Mumbai,Maharashtra,West,Office Supplies,Envelopes,323,15,4361,1
12-08-2024,SO56768,CUST 25007,Bangalore,Karnataka,South,Furniture,Chairs,7899,3,21327,4
12-08-2024,SO56788,CUST 12009,Mumbai,Maharashtra,West,Furniture,Chairs,7278,3,19651,2
12-08-2024,SO56788,CUST 12009,Mumbai,Maharashtra,West,Technology,Computer,14617,2,26311,4
12-08-2024,SO56767,CUST 29250,Mumbai,Maharashtra,West,Office Supplies,Bag,879,13,10284,5
12-08-2024,SO56767,CUST 29250,Korba,Chhattisgarh,Middle,Furniture,Chairs,5561,6,30029,5
12-08-2024,SO56767,CUST 29250,Korba,Chhattisgarh,Middle,Furniture,Chairs,5568,4,20045,3
12-08-2024,SO56793,CUST 22506,Hyderabad,Telangana,South,Furniture,Chairs,7849,3,21192,2
12-08-2024,SO56759,CUST 12943,Pune,Maharashtra,West,Furniture,Chairs,6378,5,28701,4
12-08-2024,SO56771,CUST 11640,Bangalore,Karnataka,South,Technology,Machines,11562,1,10406,1
12-08-2024,SO56779,CUST 29379,Kolkata,West Bengal,East,Technology,Machines,14391,1,12952,4
12-08-2024,SO56779,CUST 29379,New Delhi,Delhi,North,Technology,Computer,13542,1,12188,5
12-08-2024,SO56775,CUST 17616,New Delhi,Delhi,North,Technology,Computer,10557,2,19003,5
12-08-2024,SO56764,CUST 24549,Korba,Chhattisgarh,Middle,Technology,Computer,13319,2,23974,2
12-08-2024,SO56763,CUST 19504,Korba,Chhattisgarh,Middle,Furniture,Chairs,6286,6,33944,3
12-08-2024,SO56787,CUST 19096,Pune,Maharashtra,West,Furniture,Chairs,5560,3,15012,1
12-08-2024,SO56787,CUST 19096,Pune,Maharashtra,West,Office Supplies,Paper,185,11,1832,4
12-08-2024,SO56794,CUST 15693,Pune,Maharashtra,West,Office Supplies,Bag,995,20,17910,5
12-08-2024,SO56772,CUST 11698,Pune,Maharashtra,West,Office Supplies,Paper,902,16,12989,2
12-08-2024,SO56769,CUST 26337,Gaya,Bihar,East,Furniture,Chairs,5280,4,19008,4
12-08-2024,SO56783,CUST 12981,Mumbai,Maharashtra,West,Office Supplies,Envelopes,665,16,9576,5
12-08-2024,SO56780,CUST 28905,Gorakhpur,Haryana,North,Office Supplies,Envelopes,343,14,4322,5
12-08-2024,SO56791,CUST 22091,Bhilai,Chhattisgarh,Middle,Office Supplies,Envelopes,362,18,5864,1
12-08-2024,SO56785,CUST 16708,Gorakhpur,Haryana,North,Furniture,Chairs,5065,3,13676,3
12-08-2024,SO56785,CUST 16708,Cuttack,Odisha,East,Technology,Machines,11664,1,10498,5
12-08-2024,SO56760,CUST 20605,Cuttack,Odisha,East,Office Supplies,Paper,568,14,7157,1
12-08-2024,SO56760,CUST 20605,Warangal,Telangana,South,Furniture,Chairs,7411,6,40019,4
12-08-2024,SO56760,CUST 20605,Mumbai,Maharashtra,West,Furniture,Tables,5907,3,15949,1
12-08-2024,SO56781,CUST 13507,Ranchi,Jharkhand,East,Furniture,Chairs,5839,5,26276,1
12-08-2024,SO56781,CUST 13507,Bikaner,Rajasthan,West,Furniture,Chairs,5010,3,13527,5
12-08-2024,SO56778,CUST 26882,Nagpur,Maharashtra,West,Office Supplies,Bag,706,20,12708,2
12-08-2024,SO56778,CUST 26882,Bangalore,Karnataka,South,Furniture,Chairs,7132,4,25675,3
12-08-2024,SO56758,CUST 12218,Bangalore,Karnataka,South,Technology,Computer,11883,2,21389,3
12-08-2024,SO56758,CUST 12218,Bangalore,Karnataka,South,Technology,Computer,11237,1,10113,5
12-08-2024,SO56789,CUST 12338,Mangalore,Karnataka,South,Furniture,Chairs,6178,5,27801,2
12-08-2024,SO56789,CUST 12338,Mysore,Karnataka,South,Office Supplies,Bag,759,13,8880,4
12-08-2024,SO56776,CUST 14294,Mysore,Karnataka,South,Office Supplies,Bag,975,10,8775,1
12-08-2024,SO56776,CUST 14294,Mumbai,Maharashtra,West,Furniture,Chairs,6293,5,28319,2
12-08-2024,SO56776,CUST 14294,Ahmedabad,Gujarat,West,Office Supplies,Paper,925,15,12488,3
12-08-2024,SO56792,CUST 23747,Hyderabad,Telangana,South,Furniture,Chairs,6108,6,32983,3
12-08-2024,SO56792,CUST 23747,Hyderabad,Telangana,South,Office Supplies,Paper,712,13,8330,5
12-08-2024,SO56765,CUST 12073,Nagpur,Maharashtra,West,Furniture,Chairs,7313,3,19745,5
12-08-2024,SO56790,CUST 24990,Ahmedabad,Gujarat,West,Office Supplies,Bag,416,19,7114,3
12-08-2024,SO56790,CUST 24990,Ahmedabad,Gujarat,West,Technology,Computer,11924,2,21463,4
12-08-2024,SO56790,CUST 24990,Chennai,Tamil Nadu,South,Technology,Computer,12487,2,22477,3
12-08-2024,SO56846,CUST 22888,Chennai,Tamil Nadu,South,Office Supplies,Paper,225,11,2228,1
12-08-2024,SO56806,CUST 20710,Bangalore,Karnataka,South,Office Supplies,Paper,931,16,13406,5
12-08-2024,SO56836,CUST 11623,Patna,Bihar,East,Office Supplies,Paper,192,18,3110,4
12-08-2024,SO56836,CUST 11623,Nagpur,Maharashtra,West,Office Supplies,Paper,322,13,3767,4
12-08-2024,SO56843,CUST 19568,Hyderabad,Telangana,South,Office Supplies,Paper,717,13,8389,1
12-08-2024,SO56843,CUST 19568,Hyderabad,Telangana,South,Technology,Computer,10803,2,19445,3
12-08-2024,SO56843,CUST 19568,Kota,Chhattisgarh,Middle,Technology,Computer,14545,1,13091,3
12-08-2024,SO56835,CUST 11690,Bokaro,Jharkhand,East,Office Supplies,Paper,894,15,12069,4
12-08-2024,SO56835,CUST 11690,Bokaro,Jharkhand,East,Office Supplies,Paper,494,20,8892,1
12-08-2024,SO56811,CUST 25336,Ajmer,Rajasthan,West,Furniture,Chairs,7961,6,42989,5
12-08-2024,SO56808,CUST 25171,Ajmer,Rajasthan,West,Technology,Machines,12206,2,21971,1
12-08-2024,SO56808,CUST 25171,Ajmer,Rajasthan,West,Technology,Machines,14537,1,13083,1
12-08-2024,SO56833,CUST 12234,Ajmer,Rajasthan,West,Office Supplies,Envelopes,580,17,8874,5
12-08-2024,SO56849,CUST 19518,Durgapur,West Bengal,East,Office Supplies,Envelopes,571,16,8222,2
12-08-2024,SO56849,CUST 19518,Durgapur,West Bengal,East,Office Supplies,Paper,864,20,15552,1
12-08-2024,SO56849,CUST 19518,Pune,Maharashtra,West,Furniture,Chairs,5847,6,31574,5
12-08-2024,SO56804,CUST 15787,Chennai,Tamil Nadu,South,Furniture,Chairs,7465,3,20156,1
12-08-2024,SO56804,CUST 15787,Chennai,Tamil Nadu,South,Technology,Computer,12335,1,11102,2
12-08-2024,SO56804,CUST 15787,Chennai,Tamil Nadu,South,Office Supplies,Paper,284,17,4345,4
12-08-2024,SO56804,CUST 15787,Jamshedpur,Jharkhand,East,Technology,Computer,10403,1,9363,1
12-08-2024,SO56816,CUST 11091,Jamshedpur,Jharkhand,East,Office Supplies,Paper,384,10,3456,5
12-08-2024,SO56796,CUST 23541,Mumbai,Maharashtra,West,Technology,Machines,10441,1,9397,5
12-08-2024,SO56796,CUST 23541,Chennai,Tamil Nadu,South,Office Supplies,Bag,176,10,1584,2
12-08-2024,SO56845,CUST 24818,Chennai,Tamil Nadu,South,Furniture,Chairs,7146,3,19294,3
12-08-2024,SO56803,CUST 26432,New Delhi,Delhi,North,Furniture,Chairs,7480,6,40392,4
12-08-2024,SO56803,CUST 26432,New Delhi,Delhi,North,Office Supplies,Bag,962,19,16450,2
12-08-2024,SO56832,CUST 16241,New Delhi,Delhi,North,Furniture,Chairs,6866,5,30897,4
12-08-2024,SO56815,CUST 18853,Jaipur,Rajasthan,West,Office Supplies,Paper,865,16,12456,1
12-08-2024,SO56830,CUST 11505,Srinagar,Jammu and Kashmir,North,Technology,Computer,12027,2,21649,3
12-08-2024,SO56830,CUST 11505,Srinagar,Jammu and Kashmir,North,Office Supplies,Paper,203,13,2375,4
12-08-2024,SO56813,CUST 20184,Mangalore,Karnataka,South,Furniture,Chairs,6398,6,34549,2
12-08-2024,SO56818,CUST 15431,Mangalore,Karnataka,South,Office Supplies,Paper,1000,12,10800,5
12-08-2024,SO56837,CUST 11388,Chennai,Tamil Nadu,South,Office Supplies,Paper,672,15,9072,3
12-08-2024,SO56837,CUST 11388,Mangalore,Karnataka,South,Office Supplies,Paper,886,18,14353,5
12-08-2024,SO56847,CUST 22067,Mangalore,Karnataka,South,Technology,Machines,10711,2,19280,3
12-08-2024,SO56802,CUST 13614,Mangalore,Karnataka,South,Technology,Computer,10918,2,19652,2
12-08-2024,SO56797,CUST 12630,New Delhi,Delhi,North,Technology,Computer,10739,2,19330,1
12-08-2024,SO56797,CUST 12630,Faridabad,Haryana,North,Technology,Machines,13851,2,24932,4
12-08-2024,SO56797,CUST 12630,Nagpur,Maharashtra,West,Technology,Computer,11853,1,10668,3
12-08-2024,SO56828,CUST 14553,Mumbai,Maharashtra,West,Technology,Computer,14046,2,25283,5
12-08-2024,SO56844,CUST 19577,Raipur,Chhattisgarh,Middle,Furniture,Chairs,6286,5,28287,2
12-08-2024,SO56838,CUST 16404,Mysore,Karnataka,South,Office Supplies,Paper,355,11,3515,4
12-08-2024,SO56838,CUST 16404,Bhilai,Chhattisgarh,Middle,Technology,Computer,13669,2,24604,3
12-08-2024,SO56810,CUST 24396,Gorakhpur,Haryana,North,Office Supplies,Bag,366,11,3623,3
12-08-2024,SO56810,CUST 24396,Gorakhpur,Haryana,North,Technology,Computer,11222,2,20200,3
12-08-2024,SO56817,CUST 16134,Indore,Madhya Pradesh,Middle,Technology,Computer,10406,2,18731,1
12-08-2024,SO56850,CUST 28365,Kanpur,Uttar Pradesh,Middle,Office Supplies,Paper,996,19,17032,5
12-08-2024,SO56842,CUST 19105,Kanpur,Uttar Pradesh,Middle,Furniture,Chairs,7903,4,28451,4
12-08-2024,SO56842,CUST 19105,Kanpur,Uttar Pradesh,Middle,Furniture,Chairs,6318,4,22745,2
12-08-2024,SO56820,CUST 26700,Kanpur,Uttar Pradesh,Middle,Office Supplies,Bag,920,10,8280,4
12-08-2024,SO56820,CUST 26700,Surat,Gujarat,West,Office Supplies,Paper,282,15,3807,5
12-08-2024,SO56801,CUST 17318,Chennai,Tamil Nadu,South,Office Supplies,Paper,855,16,12312,5
12-08-2024,SO56827,CUST 24108,Pune,Maharashtra,West,Technology,Computer,12132,2,21838,5
12-08-2024,SO56822,CUST 16193,Nellore,Andhra Pradesh,South,Office Supplies,Paper,133,20,2394,5
12-08-2024,SO56904,CUST 22880,Pune,Maharashtra,West,Furniture,Chairs,5361,6,28949,3
12-08-2024,SO56858,CUST 24834,Rajkot,Gujarat,West,Office Supplies,Bag,599,19,10243,3
12-08-2024,SO56882,CUST 17886,Pune,Maharashtra,West,Office Supplies,Bag,672,20,12096,2
12-08-2024,SO56882,CUST 17886,Bikaner,Rajasthan,West,Office Supplies,Bag,715,14,9009,5
12-08-2024,SO56875,CUST 17357,Bikaner,Rajasthan,West,Furniture,Chairs,7108,6,38383,2
12-08-2024,SO56901,CUST 24418,Nagpur,Maharashtra,West,Office Supplies,Paper,201,15,2714,2
12-08-2024,SO56901,CUST 24418,Mumbai,Maharashtra,West,Technology,Computer,13409,1,12068,5
12-08-2024,SO56880,CUST 19075,Vadodara,Gujarat,West,Office Supplies,Envelopes,676,15,9126,1
12-08-2024,SO56880,CUST 19075,Vadodara,Gujarat,West,Furniture,Chairs,5165,3,13946,2
12-08-2024,SO56885,CUST 26389,Patna,Bihar,East,Technology,Computer,11965,2,21537,3
12-08-2024,SO56885,CUST 26389,Patna,Bihar,East,Office Supplies,Envelopes,801,13,9372,4
12-08-2024,SO56853,CUST 23094,Chennai,Tamil Nadu,South,Office Supplies,Bag,225,14,2835,3
12-08-2024,SO56853,CUST 23094,Chennai,Tamil Nadu,South,Furniture,Chairs,6566,4,23638,2
12-08-2024,SO56853,CUST 23094,Chennai,Tamil Nadu,South,Office Supplies,Bag,670,17,10251,2
12-08-2024,SO56897,CUST 20989,Durgapur,West Bengal,East,Office Supplies,Paper,825,15,11138,3
12-08-2024,SO56897,CUST 20989,Bangalore,Karnataka,South,Furniture,Chairs,6596,4,23746,1
12-08-2024,SO56876,CUST 15269,Chennai,Tamil Nadu,South,Office Supplies,Envelopes,923,17,14122,2
12-08-2024,SO56889,CUST 11855,Mumbai,Maharashtra,West,Furniture,Chairs,7180,3,19386,3
12-08-2024,SO56889,CUST 11855,Coimbatore,Tamil Nadu,South,Furniture,Chairs,7921,3,21387,1
12-08-2024,SO56861,CUST 11164,Mumbai,Maharashtra,West,Furniture,Tables,6574,5,29583,1
12-08-2024,SO56883,CUST 20554,Surat,Gujarat,West,Furniture,Chairs,7508,5,33786,1
12-08-2024,SO56893,CUST 20668,Ajmer,Rajasthan,West,Office Supplies,Envelopes,100,14,1260,4
12-08-2024,SO56884,CUST 22488,Bhubaneswar,Odisha,East,Office Supplies,Bag,272,17,4162,4
12-08-2024,SO56863,CUST 28803,Brahmapur,Odisha,East,Office Supplies,Envelopes,763,13,8927,2
12-08-2024,SO56894,CUST 15885,Brahmapur,Odisha,East,Office Supplies,Bag,294,18,4763,1
